interpreter scholar;artist
charis's chaises;chariots
prescott' presto;prosecutor
demos commonality;proletariat
butthead berthed;bathed
'robin's robbings;probings
mora feet;cadency
ursine using;esne
charlize chaise;chillies
ignores forget;avoid
submissos symbiosis;sub missive
irreverant reverent;irreverence
as'kentucky is contact;assurgent
windsor's windows;windowses
patrician aristocratic;noble
estas easts;vestas
barish brash;brush
deply deploy;de ploy
parishioners throng;crowd
nibelungs nobblings;be longs
legndary secondary;laundry
baglau burglar;bag lady
'chicken chicane;thicken
taloned talons;taled
espalhadas 
yuri's yores;yours
porteau portray;proteu
timesless tameless;timesavers
oaag oaf;sag
grooms bridegroom;suitor
completa complot;completes
firebug incendiary;arsonist
recommendation sanction;guidance
nanny governess;au pair
commericial crucial;crucially
unluckily sadly;unfortunately
5intercontinental inter continental;inter-continental
hocken hock;hoke
'dick' dicky;dock
expanded bolster;widen
univision invasion;incision
ruhr ruche;rue
highball jar;jug
cosã¬ casa;coax
vhs hs;vs
garber garb;garner
aninteresting un interesting;un-interesting
tryings discussion;tournament
wip wipe;wimp
olivia olives;alluvia
fuckwood firewood;fatwood
fiddler's fiddle;muddlers
grandfathered grand fathering;grand-fathering
effectue effective;effected
protã©e proteu;pirate
nevskiy naves;nerves
preplanning set up;rig
armouries armoire;armies
dashon fashion;dishing
quellen quelled;queen
gata gats;gate
stiffest solid;stark
caricaturish caricaturist;caricaturize
wrenching wrest;tweak
swelters wilt;broil
injustamente investment;incitement
dorking docking;diking
microwave bake;zap
hackford's gave odds;back forties
muto mutt;auto
sachar's such as;scars
cuecard cue-card;flip card
yodelling shout;carol
apnea blow;recess
wiliest underhanded;sneaky
moshpit mishap;meshest
dudleys dawdlers;duelers
asin sin;basin
freed's freed;reeds
fervently vigorously;nimbly
extérieurs extremes;dexterous
clutched grip;snatch
represents show;perform
livesâ live as;livers
weitzes' wizzes;whizzes
chayanne chainer;chain
nolan' plan;lan
disapproval criticism;discontent
scurries whisk;zip
crikeys cries;crackers
epater oater;parter
whodunnits whodunit;whatnots
findlay faintly;fondle
syndicated incorporated;organized
villa mansion;chateau
sing serenade;chant
estado stade;staid
500b .25s;104s
board' bard;boarder
taila tali;tal
snaggletooth snuggled down;snuggled up
accompaniment concomitant;attribute
'armour' armor;armier
melox helix;melon
sérios series;serous
niccolo uncool;aircool
visioned anticipate;behold
commanders administrator;ruler
klebb's blebs;plebs
tisha's shahs;shays
horemheb 
estuaries inlet;fjord
bouquets pot;wreath
degenerative retrogressive;backward
haneke hankie;hank
kal cal;gal
riddlezone ruddling;redline
manson mason;monsoon
bukowski's bosks;blue skies
blacked mar;injure
enthralling riveting;engrossing
stoke feed;stir
gadget's gadget;gages
lackquality low quality;low-quality
organizing run;formulate
solidity closeness;density
trampled crush;violate
hussars squadron;horse
rett rete;reft
mobilize assemble;organize
chucklers chucklest;chuckled
skammen seamen;skimming
unveil disclose;open
coke's cookers;cakes
bobbitt bobbin;bobbed
'tude dude;tied
fathoms' fathom;fathomed
israã is at;irs
thurston thrust in;thrusting
discs sphere;ring
uality quality;laity
zaldy lady;zealot
narishma nourishes;nourished
grafics gravids;graphic
covenants compact;convention
you’d ko'd;loud
migrations flight;transfer
franc'l'isco furuncles;abscess
not's notes;not use
blondel blonder;blindly
scrounges sponge;wheedle
deathâbe death;deathly
fnck fink;funk
uneducated unschooled;illiterate
lattuada latitude;latter day
ost oust;sot
ffvii favor;fave
nervewracking nerve racking;nerve-racking
cline cling;cloner
totalled amount to;reach
clawed tentacle;paw
beaudelaire be dilatory;birdlike
werewolf's werewolf;where lives
carlyle cattle;caller
bilborough bilboes;bulbous
randall's sandals;rindles
errupted irrupted;emit
trimspa tromp;trump
israelis' serails;isles
yaddayadda bad eyed;bad-eyed
louhimes' homes;legumes
gibraltar grault;cobalt
shithouse hot house;nuthouse
kjer kj;jeer
horrifically heroically;horrific
frequent commonplace;constant
'want' want to;wanter
igby's imbues;abc's
scafaria scoria;seafarer
kitchiness tetchiness;gushiness
emigrants colonist;pilgrim
utensils fork;instrument
303 .25;180
conines confines;coinings
roxy rosy;boxy
destiny's destiny;testiness
functionaries commissioner;minister
grace' graze;graced
kusturika gastric;go strike
pervading infuse;permeate
jasper japer;japers
garwin cawing;gain
price's process;prises
luftens lifters;loftiness
perez' peeress;prize
conceitedness chutzpah;pretension
forgives excuse;condone
vito vita;victor
abiding steadfast;eternal
'calm' clam;calami
pacifist peacemaker;Dove
'opera operas;apery
closures termination;closing
luthorcorp's lock-ups;lay the course
backstairs confidential;covert
madeline maudlin;made one
hapi haji;wanderer
escapee defector;runaway
lonestar 
caer car;camer
filigree lattice;interlace
kathmandu calmant;commando
huzoor huzza;hussar
shriveled dwindle;wilt
zoetrope trope;strop
clenchingly clinch deal;set
contectualize contacts;conductance
duvet comforter;bedspread
mournful forlorn;sad
cassavette's casualties;asservates
potpourri salmagundi;hash
nesnã¡zã­ch nuisance;news anchors
histarical hysterical;hysterically
receives draw;earn
menopausal menopauses;meno pause
toepfer toper;topper
quilly gilly;gully
profiteering unscrupulous;crooked
moe mow;mo
voters' voter;doters
`iron irony;iring
kayaks dugout;kayak
funerals burial;cremation
humphries semaphores;hemispheres
primitivism 
foraltering filtering;more altering
commandeers confiscate;hijack
daquelas declass;duals
nuse muse;nude
portable compact;convenient
mondavi monad;mondo
speirs spurs;supers
cashiered clerk;accountant
loxley likely;loosely
nite'' nit;noter
suck'' sucker;sick
despairs gloom;melancholy
martinez's mattings;matings
underclasses underclotheses;intercrosses
greenberg's grangers;greenback
hamfist hamest;am first
innaccurate in accurate;in-accurate
scorsese scores;sucroses
carface's carcases;surfaces
musn't most t;musket
chasity chaste;chesty
transformation shift;conversion
pressurized bully;intimidate
kulak clack;cloak
stretchers cot;pallet
instantaneously right away;spontaneously
masters' masters;master
stubbs stuns;stub
disavow impugn;repudiate
'dying' tying;dyings
toyland' outland;tideland
disapoint dis appoint;dis-appoint
jailhouse penitentiary;lockup
swatman stamen;swam in
burly bulky;hulking
mind thought;head
refs umpire;referee
adorável drivel;travel
grasping penny-pinching;mean
fairmindedness rightfulness;honesty
garsh garish;harsh
suriani souring;serin
truncate abridge;curtail
chemestry chemist;chemisette
riga ria;rima
sonego snog;son god
o'moyne on money;immune
caged incarcerate;hem
goodby goody;goodly
frailty defect;failing
teensploit unspoilt;un spoilt
krishnan garishness;crushings
squeemish skirmish;squish
brilliantdont 
ayant abeyant;ant
narizzano naris;frizzing
philanthropic patriotic;humanitarian
lure decoy;delusion
axl ax;axe
beardy shaggy;bristly
bindings required;mandatory
dakota's daystars;act as
fanatastic fantastical;fantasied
vivendo give nod;vend
thermometers instrument;regulator
feinstones rhinestones;einsteins
parsee passer;perser
mostow's master's;msdos
mattolini mantling;battling
bilge malarky;balderdash
pervade infuse;permeate
cull glean;winnow
dysfunction defunction;de function
personia person;personal
ganas ganjas;guanos
digesting compendium;sketch
tomason times in;treason
garard grade;geared
repels withstand;confront
involvement's 
dataeven get even;deaden
rifled rip;rummage
'modelled modeled;re modelled
spaz a bundle of nerves;nervous wreck
gumshoe sleuth;cop
digicam dogma;dictum
techicolor decolor;de color
peww pee;pe
`contact' contacts;contract
homegrown domestic;homemade
blondie blonder;blond
venerating idolize;cherish
adamson's adamancy;amassings
arc arch;curvature
dejavu's deje vus;deja vu
afiado avid;aviator
puccini siccing;pacing
'too' to;tooer
morlock's merlots;ballocks
'cathy catty;scathe
sammy shammy;same
whatexactly 
tucking wrap;insert
spoken said;uttered
averts rule out;halt
godawfully god awful;god-awful
mitosis amitosis;cellular division
replays recap;rehash
live alive;living
barres barriers;barrens
spytroops spadroons;satraps
23's .25s;104s
trata treat;tata
presenters contributor;benefactor
thrist thirst;theorist
hefferman heman;headman
petitioned urge;sue
convulsive meteoric;frenzied
christie' chorister;christen
sowing propagate;grow
existência existent;existing
coldblooded barbarous;ruthless
exibicionismo 
gottdog hot dog;hot-dog
grimaces sneer;smirk
animorphs amorphous;animators
gent boy;guy
ruggeâ rouge;rug
mists rain;steam
posies flower;sentiment
implicitly essentially;completely
atika attic;atc
realisator relator;realistic
obscenely viciously;suggestively
serpents snake;viper
jago ago;ja
jacobs' cobs;jobs
mapped graphed;diagramed
mancoy manic;many
arie are;ariel
delineate lay out;depict
kindergarten nursery school;babysitter
retain preserve;enjoy
bilbao blab;belabor
jagdeep caged;gagged up
eleganceâ elegancy;class
paired double;binary
tomek tomes;time
'hit chit;shit
fondue fond;fondle
gernot garnet;gerent
lacy ornate;gauzy
kazaki khaki;cask
dubowski dubious;bosky
giros grows;gurus
stamp print;emblem
dung' dungy;dang
forebodings apprehension;premonition
assumptions presumption;guess
nerman newsman;germane
mundae maunder;minder
juvenilia' juvenility;prime
vertical steep;plumb
perdida perfidy;redid
barber's barbels;barkers
comentar comment;come near
profes profs;proves
mignon sign on;chignon
unbelieveable un believable;un-believable
brillo broil;billow
stagnation sluggishness;status
''swingin' singing;winging
banditi bandits;bandied
'build built;bold
seductions persuasion;lure
'intelligent intelligents;un intelligent
'aaaaaah' aa;ah
necro's necropsy;necrosis
unlawfully unjustly;wrongly
absolved acquit;vindicate
bulltetproof 
doxen toxin;dizen
allit alit;allout
sharking supply;give
rstj rust;rusty
rebroadcast more broadcast;broadcaster
choir ensemble;glee club
prã©te pirate;prat
particulars case;specific
napper mapper;nape
shockmovie short movie;shock wave
effetes effeminate;effete
remember commemorate;get
exquistely exquisite;exquisites
wachowski whisk;was host
snm sum;sin
origins provenance;influence
claudian clued in;lauding
convenienced provide;afford
slasher splasher;slash
schlongs slinks;sun lounges
carline carmine;calling
'teutonic titanic;diatonic
z'dar's sidas;stars
cavity crater;dent
foulmouth foul mouthed;foul-mouthed
adecuada decade;arcadia
stiggs stages;stiffs
irked annoy;disturb
unbridled unchecked;uncontrolled
'hitch' hutch;hatch
presidente's residents;presidencies
warnerscope way escape;warners
achievements' achievement;creation
nightmarishness 
ohlinger's oilings;oglings
tiger's' tiers;tiger
baited enticement;lure
overlooking ignore;discount
sneering derisive;sarcastic
readin' read on;retain
i`ll ilk;ills
classic' classics;classic car
fratelli fore tell;fore-tell
machakari mockery;massacre
samu samp;seamy
ds dis;dos
paganistic paganists;agnostic
fakin' fain;firkin
shawe4 shade;shake
benzocaine being akin;being scene
merideth merited;meridiem
blackboards slate;greenboard
harbor' arbor;herb
formula's formula;formless
jenney jennet;jinnee
slump stagnation;crash
crayons pastel;colored wax
fardeen fatten;fordone
solitaire recluse;solitary
castaneda chastened;castled
'suble sublet;subtle
corlan clean;car loan
mandolin maudlin;candling
reason's resins;reason
lowood wood;lawed
aping caricature;parody
joyless downcast;dejected
spidy spied;spit
taita ta ta;ta-ta
stoner' stone;stunner
convenience amenity;advantage
impurest impress;impressed
undergirder undergirded;under gird
denise denes;denser
stagg stage;stagy
pharmacology femalelike;smug look
kinng' kink;kinky
800s .25s;104s
bogard board;bogged
katelyn javelin;cutely
championshipcatcus 
2370bce b & b;b. & b.
cornography monography;cartography
gondor candor;gander
unspecified undetermined;undefined
malkovitchesque 
geometrical analytical;scientific
archtypes ectypes;archdukes
supersadlysoftie 
lodoss lds;looses
topper finest;dominant
unintentional unintended;unexpected
morgue charnel house;funeral home
'hood hod;hoed
mariner swab;crew
arriesgaba grease job;ice cube
boyington bon ton;buy into
slept relax;snooze
'sold solid;slid
rewiring retiring;requiring
ewers' emeers;rowers
unsuspecting innocent;credulous
tocante conate;decant
archeologist archaeologists;excavator
aranda arrant;arena
saldana sultan;salad
allosaurus lazarus;pleasures
camryn camion;carmine
ilyena olden;inlying
depardue departure;depart
mcgarten marketing;coacting
mordant biting;caustic
balad bald;baled
preforming doom;intend
nogales goggles;joggles
bombardiers bombardier;aerial attach plane
rosza's roseates;resays
postponing defer;suspend
compensatory redeeming;remunerative
minnie's minis;manners
abordar abode;abort
wexford vexed;works for
overheaded overhead;over heard
itched crawling;tickle
wexler's sexless;vexes
moonlit golden;glistening
cuatro quarto;cut try
anisio anopsia;anchor
roughhouse horseplay;rowdiness
everybody'd everybodies;every bit of
'hark hack;hawk
devos' devious;devoirs
talledega tallied;taled
rob's rebus;orbs
asserts contend;claim
clung fasten;clasp
goggles glare;gape
prettified bedeck;decorate
gulab glob;gular
à ah;ai
nieporte deportee;reporter
machurian machine;martian
orphaned orphanage;ordained
tobanga bang;tang
cinncinatti concinnity;chancing it
fightin' flighting;frighting
unfaith distrust;incredulity
bailing lift;lade
makes' makers;mages
sisterhoods sorority;unity
woodhouse birdhouse;lord house
hassles squabble;tumult
aust oust;aunt
buch bunch;bush
fermat feat;frat
beaubian barbican;be born
haaga hoagy;gaga
murmur rumble;buzz
propre prepare;propria
cardellini carolling;tortellini
dennehey dene;deny
burkes omit;circumvent
misinterprets misread;err
antagonizes anger;offend
'christmas chrisms;christs
francois's franchiser;franks
hongshen hangs hat;hang in
conn's corns;coneys
grod grody;god
typical commonplace;exemplary
capitulate cede;defer
meinhoff minify;in huff
nigerian nickering;in grain
xue sue;due
unanesthetized in ones birthday suit;in one birthday suit
rubber soft;buoyant
alegoria algors;allegorize
paperbacks essay;album
'communist' communists;communistic
nowak no way;no-way
decade decennary;decennium
agar gar;ajar
gossipers tattletale;busybody
0mil mile;mill
digusted disgusted;dis gusted
macdormand made mint;make mind
hesitantly carefully;shyly
bryans brains;buryings
jenuet kent;jaunt
fix mess;dilemma
milford milkfed;mild
calderã³n caldron;calderas
caroling recite;shout
